"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"D8IAIGVU","journalArticle","2001","Goldstein, B. D.","Environmental risks and public health","Annals of the New York Academy of Sciences","","0077-8923","10.1111/j.1749-6632.2001.tb05818.x","","There are currently a number of initiatives aimed at considering and redefining the role of environmental health. These include an effort under the auspices of the Institute of Medicine Roundtable on Environmental Health and another under the auspices of the American Schools of Public Health. Both will result in conferences to be held in the same month of the New York Academy of Sciences (NYAS) conference on ""The Role of Neural Plasticity in Chemical Intolerance"", for which this paper is being prepared. This questioning of our definition and of our approach to the field of environmental health is an instructive background on which to consider the issue of environmental risks and public health-the topic given to me by the organizers of the NYAS conference. My approach will be to touch on those issues related to the nervous system and to unexplained symptoms in keeping with the subject of the conference, as well as to discuss some of the broader issues surrounding environmental health.","2001-03","2023-01-17 12:05:29","2023-01-17 23:16:15","","112-118","","","933","","Ann N Y Acad Sci","","","","","","","","eng","","","","","PubMed","","PMID: 12000014","","","http://www.ncbi.nlm.nih.gov/pubmed/12000014","","Diagnosis, Differential; Female; Humans; Public Health; Research Personnel; Risk Assessment; Animals; Risk; Culture; Disease Susceptibility; Environmental Health; Environmental Illness; Environmental Pollutants; Hysteria; Models, Biological; Nervous System","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F5J6N4M3","journalArticle","1997","Gordon, A.; Womersley, J.","The use of mapping in public health and planning health services","Journal of Public Health Medicine","","0957-4832","10.1093/oxfordjournals.pubmed.a024601","","The availability of relatively inexpensive, user-friendly geographical information systems, with a steadily extending range of analytic and other facilities, provides a powerful tool for the analysis and display of the increasing number of health-related data sets, and for their greater accessibility. Relationships between several sets of variables can become immediately apparent from a map in a way that is much more difficult to comprehend from a table or description. It is also easy to define ad hoc areas, such as the area adjacent to a possible toxic point source or to a main road, in terms of unit postcodes and Census output areas, to determine standardized rates for mortality and hospital admissions. Apart from the geographical information system itself, the basic requirements are access to relevant data sets including Census data, and to the central postcode directory, which provides grid references for unit postcodes and permits matching of postcoded health events to Census output areas.","1997-06","2023-01-17 12:05:29","2023-01-17 12:05:29","","139-147","","2","19","","J Public Health Med","","","","","","","","eng","","","","","PubMed","","PMID: 9243428","","","http://www.ncbi.nlm.nih.gov/pubmed/9243428","","Humans; Health Planning; Public Health Administration; Health Services Needs and Demand; Socioeconomic Factors; Catchment Area, Health; Censuses; Geography; Health Status Indicators; Information Systems; Maps as Topic; Population Dynamics; Residence Characteristics; Scotland","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WVZ6S9VI","journalArticle","2004","Gorenflo, G.","Defining local governmental public health","Journal of Public Health Management and Practice","","1078-4659","10.1097/00124784-200407000-00015","","","2004","2023-01-17 12:05:29","2023-01-17 23:17:02","","371-372","","4","10","","","","","","","","","","English","","","Scopus","","Scopus","","","","","http://www.ncbi.nlm.nih.gov/pubmed/15235385","","United States; Public Health Administration; Government Agencies; Local Government","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GDBG65HS","journalArticle","2001","Gostin, L. O.","Public health law reform","American Journal of Public Health","","0090-0036","10.2105/ajph.91.9.1365","","Public health law reform is necessary because existing statutes are outdated, contain multiple layers of regulation, and are inconsistent. A model law would define the mission and functions of public health agen cies, provide a full range of flexible powers, specify clear criteria and procedures for activities, and provide protections for privacy and against discrimination. The law reform process provides an opportunity for public health agencies to draw attention to their resource needs and achievements and to form ties with constituency groups and enduring relations with the legislative branch of government. Ultimately, the law should become a catalyst, rather than an impediment, to reinvigorating the public health system.","2001-09","2023-01-17 12:05:29","2023-01-17 12:05:29","","1365-1368","","9","91","","Am J Public Health","","","","","","","","eng","","","","","PubMed","","PMID: 11527757 PMCID: PMC1446780","","; C:\Users\Papa ours\Zotero\storage\FBEXMKDJ\Gostin - 2001 - Public health law reform.pdf","http://www.ncbi.nlm.nih.gov/pubmed/11527757","","Humans; Health Care and Public Health; Public Health; United States; Health Care Reform; Organizational Objectives; Needs Assessment; Interinstitutional Relations; Confidentiality; Legal Approach; Patient Advocacy; Prejudice; United States Public Health Service","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5PFB4S4Z","journalArticle","2014","Gouda, Hebe N.; Powles, John W.","The science of epidemiology and the methods needed for public health assessments: a review of epidemiology textbooks","BMC public health","","1471-2458","10.1186/1471-2458-14-139","","OBJECTIVES: Epidemiology is often described as 'the science of public health'. Here we aim to assess the extent that epidemiological methods, as covered in contemporary standard textbooks, provide tools that can assess the relative magnitude of public health problems and can be used to help rank and assess public health priorities. STUDY DESIGN: Narrative literature review. METHODS: Thirty textbooks were grouped into three categories; pure, extended or applied epidemiology, were reviewed with attention to the ways the discipline is characterised and the nature of the analytical methods described. RESULTS: Pure texts tend to present a strict hierarchy of methods with those metrics deemed to best serve aetiological inquiry at the top. Extended and applied texts employ broader definitions of epidemiology but in most cases, the metrics described are also those used in aetiological inquiry and may not be optimal for capturing the consequences and social importance of injuries and disease onsets. CONCLUSIONS: The primary scientific purpose of epidemiology, even amongst 'applied' textbooks, is aetiological inquiry. Authors do not readily extend to methods suitable for assessing public health problems and priorities.","2014-02-10","2023-01-17 12:05:29","2023-01-17 12:05:29","","139","","","14","","BMC Public Health","The science of epidemiology and the methods needed for public health assessments","","","","","","","eng","","","","","PubMed","","PMID: 24507570 PMCID: PMC3930352","","; C:\Users\Papa ours\Zotero\storage\GN9B7YK5\Gouda et Powles - 2014 - The science of epidemiology and the methods needed.pdf","http://www.ncbi.nlm.nih.gov/pubmed/24507570","","Humans; Public Health; Epidemiologic Methods; Health Services Needs and Demand; Textbooks as Topic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9GWPKHSI","journalArticle","2002","Griffiths, P. D.","Defining the boundaries of public health","Reviews in Medical Virology","","1052-9276","10.1002/rmv.366","","","2002","2023-01-17 12:05:29","2023-01-17 23:13:53","","265-266","","5","12","","Rev Med Virol","","","","","","","","eng","","","","","PubMed","","PMID: 12211040","","; C:\Users\Papa ours\Zotero\storage\2PKEK6HP\display.html","http://www.ncbi.nlm.nih.gov/pubmed/12211040","","Humans; Public Health; United Kingdom; Communicable Disease Control; Virus Diseases","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5UAJ7Y6H","journalArticle","2019","Gross, David J.; Kennedy, Mary; Kothari, Tarush; Scamurra, David O.; Wilkerson, Myra L.; Crawford, James M.; Cohen, Michael B.","The Role of the Pathologist in Population Health","Archives of Pathology & Laboratory Medicine","","1543-2165","10.5858/arpa.2018-0223-CP","","CONTEXT.—: As part of its value-based care initiative, the College of American Pathologists has pursued research to better understand the role pathologists can have in population health. OBJECTIVES.—: To answer the following questions: (1) what is the impact of population health and population health management on pathologists; (2) what roles are pathologists playing in population health management; (3) is population health something that pathologists in both larger and smaller settings can engage in; (4) are pathologists in a position to analyze laboratory data for population health, and, if so, what are the key information sources those pathologists must access; and (5) what steps can a pathologist take to become involved in population health? DESIGN.—: We conducted 10 semistructured interviews with pathologists and other medical laboratory leaders who have been active in population health. These interviews were supplemented with a review of the medical literature. RESULTS.—: Pathologists have demonstrated that laboratory data can provide unique value-added contributions to improving the health of populations. These contributions are not limited to pathologists in large, integrated settings. However, pathologists need to be proactive to contribute to health systems' population health efforts and may need to both enhance their own skills and the quality of their data to maximize the value of their contributions. CONCLUSIONS.—: Although not necessarily a definitive summary of the roles that pathologists are playing in population health, this article identifies some of the promising and innovative activities occurring among pathologists and laboratorians.","2019-05","2023-01-17 12:05:29","2023-01-17 12:05:29","","610-620","","5","143","","Arch Pathol Lab Med","","","","","","","","eng","","","","","PubMed","","PMID: 30398912","","; C:\Users\Papa ours\Zotero\storage\W8XJEJUU\Gross et al. - 2019 - The Role of the Pathologist in Population Health.pdf","http://www.ncbi.nlm.nih.gov/pubmed/30398912","","Humans; Population Health; Pathologists; Pathology, Clinical","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R53VXGGF","journalArticle","2020","Guglielmetti, Martina; Raggi, Alberto; Ornello, Raffaele; Sacco, Simona; D'Amico, Domenico; Leonardi, Matilde; Martelletti, Paolo","The clinical and public health implications and risks of widening the definition of chronic migraine","Cephalalgia: An International Journal of Headache","","1468-2982","10.1177/0333102419895777","","BACKGROUND: The definition of chronic migraine has long been debated. Recently, it was suggested to define subjects with at least 8/migraine days as chronic migraine; that is, incorporating so-called high frequency episodic migraine (eight or more migraine days but less than 15 headache days per month). METHODS: We addressed the possible problems that might arise based on this proposal accounting for clinical, pathophysiological, impact and public health aspects. RESULTS AND CONCLUSIONS: Defining chronic migraine on the basis of headache frequency alone does not account for clinical and pathophysiological aspects, as well as for the impact of chronic migraine in terms of disability and quality of life. Moreover, it is potentially harmful for patients in terms of allocation of resources. These issues are discussed in the present manuscript, and we support the idea of defining high frequency episodic migraine as an independent entity as a viable path to follow.","2020-04","2023-01-17 12:05:29","2023-01-17 12:05:29","","407-410","","4","40","","Cephalalgia","","","","","","","","eng","","","","","PubMed","","PMID: 31840532","","","http://www.ncbi.nlm.nih.gov/pubmed/31840532","","Humans; Public Health; Risk Factors; Chronic Disease; Chronic migraine; chronification; disability; Disability Evaluation; high-frequency episodic migraine; ICHD-3; Migraine Disorders; Quality of Life","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TB86BC2A","journalArticle","2022","Guidotti, Tee L.; Cwikel, Julie G.","Rethinking Public Health as Sustainability and Environmental Health as Environmental Justice","American Journal of Public Health","","1541-0048","10.2105/AJPH.2021.306616","","","2022-01","2023-01-17 12:05:29","2023-01-17 12:05:29","","77-78","","1","112","","Am J Public Health","","","","","","","","eng","","","","","PubMed","","PMID: 34936386 PMCID: PMC8713630","","","http://www.ncbi.nlm.nih.gov/pubmed/34936386","","Humans; Public Health; Social Justice; Environmental Health; Environmental Justice","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IAJ8UFMB","journalArticle","1981","Guy, J.","Michigan Public Health Code: definitions of nursing","The Michigan Nurse","","0026-2366","","","","1981-04","2023-01-17 12:05:29","2023-01-17 12:05:29","","4-6","","4","54","","Mich Nurse","Michigan Public Health Code","","","","","","","eng","","","","","PubMed","","PMID: 6907656","","","http://www.ncbi.nlm.nih.gov/pubmed/6907656","","Public Health; Legislation, Nursing; Licensure, Nursing; Michigan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ALUZU73D","journalArticle","2010","Hall, B.J.; Armstrong, R.; Francis, D.P.; Doyle, J.; Baker, P.R.A.","Enhancing capacity for 'systematic' thinking in public health","Journal of Public Health","","1741-3850","10.1093/pubmed/fdq086","","","2010","2023-01-17 12:05:29","2023-01-17 12:05:29","","582-585","","4","32","","","","","","","","","","English","","","Scopus","","Scopus","","","","C:\Users\Papa ours\Zotero\storage\6WQNIWIR\Hall et al. - 2010 - Enhancing capacity for 'systematic' thinking in pu.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H3C7V7P7","journalArticle","1995","Rössler, G.; Bodenbach, S.; Kirch, W.","Public health: definition and goals","Medizinische Klinik (Munich, Germany : 1983)","","0723-5003","","","","1995","2023-01-17 12:05:13","2023-01-17 12:06:46","","606-607","","10","90","","","Public Health: Definition und Ziele.","","","","","","","German","","","Scopus","","Scopus","","","","","http://www.ncbi.nlm.nih.gov/pubmed/7500925","","Humans; Public Health; Patient Care Team; Curriculum; Health Promotion; Forecasting; Germany","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EMNRBNZU","journalArticle","2021","Santana, Stephanie; Brach, Cindy; Harris, Linda; Ochiai, Emmeline; Blakey, Carter; Bevington, Frances; Kleinman, Dushanka; Pronk, Nico","Updating Health Literacy for Healthy People 2030: Defining Its Importance for a New Decade in Public Health","Journal of public health management and practice: JPHMP","","1550-5022","10.1097/PHH.0000000000001324","","CONTENT: Healthy People 2030, the fifth iteration of the Healthy People initiative, provides science-based national health objectives with targets to improve the health and well-being of Americans. For the first time since its 1979 establishment, the Healthy People framework aims to attain health literacy as an overarching goal and foundational principle to achieving health and well-being. Growing literature on health literacy describes it as a concept not solely reliant on individual capabilities but also on organizations' ability to make health-related information and services equitably accessible and comprehensible. PROGRAM: The US Department of Health and Human Services (HHS) updates the Healthy People objectives each decade based on the most current science. For the development of Healthy People 2030, HHS drew on recommendations from the Secretary's Advisory Committee on National Health Promotion and Disease Prevention Objectives for 2030 (Secretary's Advisory Committee), an independent advisory committee of national health experts, to update the 20-year old individual-focused Healthy People definition of health literacy. HHS solicited input from members of the public and users on the proposed changes to that definition. IMPLEMENTATION: HHS published a Federal Register notice to solicit public comments, which were qualitatively analyzed by government staff. EVALUATION: The 2 separate analyses revealed plurality support for improving the definition to focus on both individual and organizational roles in health literacy. Results led HHS subject matter experts to update the definition to include definitions of personal health literacy and organizational health literacy. Healthy People 2030's expanded health literacy definition reflects the most current science and input from the Secretary's Advisory Committee, public comments, and HHS subject matter experts. DISCUSSION: The updated definition is intended to advance Healthy People 2030's health literacy goals particularly as more organizations in public health and other sectors acknowledge their role in the delivery of quality health information and services.","2021-12-01","2023-01-17 12:05:13","2023-01-17 12:06:42","","S258-S264","","Suppl 6","27","","J Public Health Manag Pract","Updating Health Literacy for Healthy People 2030","","","","","","","eng","","","","","PubMed","","PMID: 33729194 PMCID: PMC8435055","","; ; C:\Users\Papa ours\Zotero\storage\WMQZVAZR\Santana et al. - 2021 - Updating Health Literacy for Healthy People 2030 .pdf","https://search.ebscohost.com/login.aspx?direct=true&db=ccm&AN=152621940&lang=fr&site=ehost-live&scope=cite; http://www.ncbi.nlm.nih.gov/pubmed/33729194","","Humans; Public Health; Health Policy; United States; Adult; Health Promotion; Health Education; Organizational Objectives; Health Status; Health Literacy; population health; Nomenclature; disease prevention; health communication; health competencies; Health Information; health literacy; health promotion; Health Promotion -- Methods; Health Services Accessibility; Healthy People; organizational health literacy; Psychological Well-Being; Public Health -- United States; Advisory Committees; Young Adult","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5J8ULPSD","journalArticle","2012","Seidman, Jill; Greising, Cynthia Hedges","Population health: thinking beyond hospital walls","Trustee: The Journal for Hospital Governing Boards","","0041-3674","","","Boards can drive population health efforts by asking the right questions.","2012-06","2023-01-17 12:05:13","2023-01-17 12:06:39","","35, 1","","6","65","","Trustee","Population health","","","","","","","eng","","","","","PubMed","","PMID: 22787904","","","http://www.ncbi.nlm.nih.gov/pubmed/22787904","","Public Health; United States; Community Networks; Community-Institutional Relations; Governing Board","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FWR3EKCQ","journalArticle","1991","Seligman, P. J.; Matte, T. D.","Case definitions in public health","American Journal of Public Health","","0090-0036","10.2105/ajph.81.2.161","","","1991-02","2023-01-17 12:05:13","2023-01-17 12:06:37","","161-162","","2","81","","Am J Public Health","","","","","","","","eng","","","","","PubMed","","PMID: 1990851 PMCID: PMC1404948","","C:\Users\Papa ours\Zotero\storage\9D58GLRQ\Seligman PJ et Matte TD - 1991 - Case definitions in public health.pdf; ; C:\Users\Papa ours\Zotero\storage\6KN3867P\Seligman et Matte - 1991 - Case definitions in public health.pdf","http://www.ncbi.nlm.nih.gov/pubmed/1990851","","Humans; Public Health; United States; Population Surveillance; Carpal Tunnel Syndrome; Carpal Tunnel Syndrome -- Diagnosis; Epidemiology -- Methods; Mandatory Reporting; National Institute for Occupational Safety and Health, U.S.; Occupational Diseases; Occupational Diseases -- Diagnosis; Occupational Health; Population -- Evaluation; United States Occupational Safety and Health Administration","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9YV3SRJY","journalArticle","2022","Sell, Kerstin; Hommes, Franziska; Fischer, Florian; Arnold, Laura","Multi-, Inter-, and Transdisciplinarity within the Public Health Workforce: A Scoping Review to Assess Definitions and Applications of Concepts","International Journal of Environmental Research and Public Health","","1660-4601","10.3390/ijerph191710902","","In light of the current public health challenges, calls for more inter- and transdisciplinarity in the public health workforce are increasing, particularly to respond to complex and intersecting health challenges, such as those presented by the climate crisis, emerging infectious diseases, or military conflict. Although widely used, it is unclear how the concepts of multi-, inter-, and transdisciplinarity are applied with respect to the public health workforce. We conducted a scoping review and qualitative content analysis to provide an overview of how the concepts of multi-, inter-, and transdisciplinarity are defined and applied in the academic literature about the public health workforce. Of the 1957 records identified, 324 articles were included in the review. Of those, 193, 176, and 53 mentioned the concepts of multi-, inter-, and transdisciplinarity, respectively. Overall, 44 articles provided a definition. Whilst definitions of multidisciplinarity were scarce, definitions of inter- and transdisciplinarity were more common and richer, highlighting the aim of the collaboration and the blurring and dissolution of disciplinary boundaries. A better understanding of the application of multi-, inter-, and transdisciplinarity is an important step to implementing these concepts in practice, including in institutional structures, academic curricula, and approaches in tackling public health challenges.","2022-09-01","2023-01-17 12:05:13","2023-01-17 12:06:32","","10902","","17","19","","Int J Environ Res Public Health","Multi-, Inter-, and Transdisciplinarity within the Public Health Workforce","","","","","","","eng","","","","","PubMed","","PMID: 36078616 PMCID: PMC9517885","","; C:\Users\Papa ours\Zotero\storage\4V4PJSDI\Sell et al. - 2022 - Multi-, Inter-, and Transdisciplinarity within the.pdf","http://www.ncbi.nlm.nih.gov/pubmed/36078616","","Public Health; Curriculum; public health; Workforce; global health; Health Workforce; public health workforce; collaboration; interdisciplinarity; multidisciplinarity; multiprofessional; one health; transdisciplinarity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GMJBLG2I","journalArticle","2021","Sharma, S.","Redefining Public Health and Life in Occupation? COVID-19 Pandemic in Kashmir","Society and Culture in South Asia","","2393-8617","10.1177/2393861720977014","","","2021","2023-01-17 12:05:13","2023-01-17 12:06:29","","141-147","","1","7","","","Redefining Public Health and Life in Occupation?","","","","","","","English","","","Scopus","","Scopus","","","","C:\Users\Papa ours\Zotero\storage\3N9ZKJL8\display.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K3B9VB3I","journalArticle","2019","Silberberg, Mina; Martinez-Bianchi, Viviana; Lyn, Michelle J.","What Is Population Health?","Primary Care","","1558-299X","10.1016/j.pop.2019.07.001","","This article defines population health as the health outcomes of a group of individuals, including the distribution of such outcomes within the group. Population health includes health outcomes, patterns of health determinants, and policies and interventions that link these two. Attention to social and environmental, as well as medical, determinants of health is essential. The population health lens can be used at the individual, practice, institutional, and community levels. The need for primary care to engage in population health stems from the importance of social and environmental factors, the nature of primary care, and contextual changes.","2019-12","2023-01-17 12:05:13","2023-01-17 12:06:26","","475-484","","4","46","","Prim Care","","","","","","","","eng","","","","","PubMed","","PMID: 31655744","","","http://www.ncbi.nlm.nih.gov/pubmed/31655744","","Humans; Population Health; Population health; Leadership; Social Determinants of Health; Determinants of health; Health care financing and delivery; Physician's Role; Physicians, Primary Care; Practice change","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3UQVSS9E","journalArticle","1997","Snider, D. E.; Stroup, D. F.","Defining research when it comes to public health","Public Health Reports (Washington, D.C.: 1974)","","0033-3549","","","","1997","2023-01-17 12:05:13","2023-01-17 12:06:24","","29-32","","1","112","","Public Health Rep","","","","","","","","eng","","","","","PubMed","","PMID: 9018284 PMCID: PMC1381834","","","http://www.ncbi.nlm.nih.gov/pubmed/9018284","","Humans; Health Care and Public Health; Public Health; United States; Population Surveillance; Guidelines as Topic; Program Evaluation; Research; Disease Outbreaks; Emergencies; Biomedical and Behavioral Research; Centers for Disease Control and Prevention, U.S.; Patient Advocacy; United States Dept. of Health and Human Services","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QZVGHU35","journalArticle","2020","Spagnolo, Jessica; Gautier, Lara; Seppey, Mathieu; D'souza, Nicole Anne","Re-thinking global and public health projects during the COVID-19 pandemic context: Considerations and recommendations for early- and not-so-early-career researchers","Social Sciences & Humanities Open","","2590-2911","10.1016/j.ssaho.2020.100075","","This commentary aims to provide a glimpse into some of the early and continuing impacts of the COVID-19 pandemic on our global and public health projects: research in low-resourced settings; research with vulnerable populations, such as asylum seekers, Indigenous communities, children, and mental health service users; and research with healthcare professionals, frontline workers, and health planners. In the early context of restrictions caused by COVID-19, this commentary highlights our research setbacks and challenges, and the ways in which we are adapting research methodologies, while considering ethical implications related to the pandemic and their impacts on conducting global and public health research. As we learn to become increasingly aware of some of our limitations in the face of the pandemic, some positives are also worth highlighting: we are mobilizing our training and research skills to participate in COVID-19 projects and to disseminate knowledge on COVID-19, including through papers such as this one. However, we do acknowledge that these opportunities have not been equitable. Each thematic section of this commentary concludes with key recommendations related to research in the early and continuing context of the COVID-19 pandemic that we believe to be applicable to early- and not-so-early-career researchers working in the global and public health fields.","2020","2023-01-17 12:05:13","2023-01-17 12:06:19","","100075","","1","2","","Soc Sci Humanit Open","Re-thinking global and public health projects during the COVID-19 pandemic context","","","","","","","eng","","","","","PubMed","","PMID: 34173503 PMCID: PMC7577678","","; C:\Users\Papa ours\Zotero\storage\5I6BP8QA\Spagnolo et al. - 2020 - Re-thinking global and public health projects duri.pdf","http://www.ncbi.nlm.nih.gov/pubmed/34173503","","Public health; COVID-19; Global health; Researchers","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RUBD4AGG","journalArticle","2017","Speechley, Mark; Kunnilathu, Abraham; Aluckal, Eby; Balakrishna, M. S.; Mathew, Benoy; George, Eldhose K.","Screening in Public Health and Clinical Care: Similarities and Differences in Definitions, Types, and Aims - A Systematic Review","Journal of clinical and diagnostic research: JCDR","","2249-782X","10.7860/JCDR/2017/24811.9419","","INTRODUCTION: The concept of screening can be many times misleading to many people. This may be partly due to the way screening is described and explained in textbooks and journal articles. AIM: To review prominent public health and epidemiology textbooks, dictionaries, and relevant journal publications for definitions and examples of screening, with the aim of identifying common usages and concepts, as well as sources of potential confusion. MATERIALS AND METHODS: Commonly available epidemiology and public health textbooks and peer reviewed journals were searched for definitions and examples of screening. The search located seven journal articles, 10 textbooks, and one dictionary. The search platforms used were Pubmed, BIOSIS, EMBASE, Medline-OVID and Scopus under the Epidemiology and Biostatics subject head listed with Life Sciences. RESULTS: Descriptions of screening give varying emphasis to whether it is a test or a program, the aims of screening, the setting in which it is conducted, eligibility criteria, who initiates and who is intended to benefit and whether the condition being screened is an infectious or chronic disease or a risk-elevated state. Four essentially different 'types' of screening are described, using seven terms and occasionally contradictory examples. The detection of asymptomatic infectious cases is gradually changing from screening to surveillance as part of infection control. CONCLUSION: Voluntary screening programs rely on high participation to be effective and support and trust of the public are essential for the continued success of the public health profession. Consistent terminology is important for patients, providers and policymakers to understand what screening is and is not. Clear definitions are needed if we are to evaluate and communicate the risks and benefits of screening in public health.","2017-03","2023-01-17 12:05:13","2023-01-17 12:06:18","","LE01-LE04","","3","11","","J Clin Diagn Res","Screening in Public Health and Clinical Care","","","","","","","eng","","","","","PubMed","","PMID: 28511418 PMCID: PMC5427344","","; C:\Users\Papa ours\Zotero\storage\KNPAD3I9\Speechley et al. - 2017 - Screening in Public Health and Clinical Care Simi.pdf","http://www.ncbi.nlm.nih.gov/pubmed/28511418","","Clinical practice; Public health screening programs; Surveillance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JNEDD8HS","journalArticle","2016","Spiegelman, Donna","Evaluating Public Health Interventions: 1. Examples, Definitions, and a Personal Note","American Journal of Public Health","","1541-0048","10.2105/AJPH.2015.302923","","In the first contribution to a new section in AJPH that will address critical methodological issues in evaluations of public health interventions, I will discuss topics in study design and analysis, covering the most innovative emerging methodologies and providing an overview of best practices. The methods considered are motivated by public health evaluations, both domestic and global. In this first contribution, I also define implementation science, program evaluation, impact evaluation, and cost-effectiveness research, disciplines that have tremendous methodological and substantive overlap with evaluation of public health interventions--the focus of this section.","2016-01","2023-01-17 12:05:13","2023-01-17 12:06:13","","70-73","","1","106","","Am J Public Health","Evaluating Public Health Interventions","","","","","","","eng","","","","","PubMed","","PMID: 26562122 PMCID: PMC4695951","","; C:\Users\Papa ours\Zotero\storage\EB23CC3G\Spiegelman - 2016 - Evaluating Public Health Interventions 1. Example.pdf","http://www.ncbi.nlm.nih.gov/pubmed/26562122","","Humans; Public Health; Program Evaluation; Outcome and Process Assessment, Health Care; Research Design; Cost Benefit Analysis; Program Implementation; Public Health -- Methods; Study Design; Health Impact Assessment","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"36CDTCJU","journalArticle","2017","Steenkamer, Betty M.; Drewes, Hanneke W.; Heijink, Richard; Baan, Caroline A.; Struijs, Jeroen N.","Defining Population Health Management: A Scoping Review of the Literature","Population Health Management","","1942-7905","10.1089/pop.2015.0149","","Population health management (PHM) has increasingly been mentioned as a concept to realize improvements in population health and quality of care while reducing cost growth (the so-called Triple Aim). The concept of PHM has been used in various settings and has been defined in different ways. This study compared the definitions of PHM used in the literature in order to improve the understanding and interpretation of the concept of PHM. A scoping literature search was performed for papers published between January 2000 and January 2015 that defined PHM. PHM definitions were summarized, focusing on: (1) overall aim, (2) PHM activities, and (3) contextual factors. Eighteen articles were retrieved. The overall aim was defined in terms of health (N = 14), costs (N = 8), and/or quality of care (N = 10). Definitions varied regarding the description of PHM activities, though all definitions contained elements in common with disease management and health promotion. Data management, Triple Aim assessment, risk stratification, evaluation, and feedback cycles were less likely to be mentioned. Contextual factors were scarcely brought forward in the definitions. Moderate variations were found across definitions in the way PHM was conceptualized. Frequently, essential elements of PHM were not specified. Differences in conceptualizations of PHM should be taken into account when comparing PHM initiatives that are working toward improvements in population health, (experienced) quality of care, and reduction of costs.","2017-02","2023-01-17 12:05:13","2023-01-17 12:06:11","","74-85","","1","20","","Popul Health Manag","Defining Population Health Management","","","","","","","eng","","","","","PubMed","","PMID: 27124406","","; ","https://search.ebscohost.com/login.aspx?direct=true&db=ccm&AN=120926885&lang=fr&site=ehost-live&scope=cite; http://www.ncbi.nlm.nih.gov/pubmed/27124406","","Humans; Population Health; Health Promotion; Terminology as Topic; Risk Assessment; Population; Data Collection; Health; Cost Control; Literature Review; Quality of Health Care -- Evaluation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
